ID: Gender, Age Category, Forgetfulness(%), Occupation, WorkPlace, Mask, Closed Relations
06179, Female, Senior Citizen, 22%, Cashier, Moonlings, false, [07213 | 04109]
06180, Female, Adult, 17%, Teacher, Secondary, false, [05928 | 03267 | 03017]
06181, Female, Children, 28%, Student, Kindergarden, false, [06350 | 08288]
06182, Female, Senior Citizen, 18%, Teacher, Primary, false, [02320 | 03023 | 03884 | 02637]
06183, Male, Adult, 34%, Manager, FoodCourt, false, [07447]
06184, Female, Adult, 15%, Accountant, RHP, false, [03843]
06185, Male, Senior Citizen, 47%, Waiter, 2 Akhir, false, [06364 | 02408]
06186, Female, Adult, 37%, Shopping Centre Retailer, 2 Akhir, false, [01503]
06187, Female, Children, 17%, Student, Secondary, false, [01560 | 00650 | 01312]
06188, Female, Children, 13%, Student, Primary, false, [00182 | 05587]
06189, Female, Adult, 50%, Clerk, MRT Station, false, [05685]
06190, Female, Children, 13%, Student, Secondary, false, [05492]
06191, Male, Senior Citizen, 65%, Policeman, Police Station, false, [09206 | 04691]
06192, Female, Children, 22%, Student, Secondary, false, [00282 | 05702]
06193, Male, Children, 17%, Student, Secondary, false, [08555 | 07981 | 00342]
06194, Female, Children, 9%, Student, Primary, false, [05538 | 01524]
06195, Female, Adult, 21%, Manager, IKEY, false, [04510 | 02350 | 01354 | 00970]
06196, Female, Adult, 24%, Accountant, JanBank, false, [00887 | 00779 | 01886 | 01490]
06197, Female, Children, 18%, Student, Secondary, false, [07112 | 06541 | 04391 | 08683 | 07550 | 04600]
06198, Female, Adult, 37%, Medic, Pharmarcy, true, [08052 | 07966 | 06073 | 02425]
06199, Male, Children, 27%, Student, Primary, false, [03948 | 08059 | 04151 | 03134]
06200, Male, Children, 15%, Student, Primary, false, [07901]
06201, Female, Children, 0%, Student, Secondary, false, [01556 | 00492]
06202, Male, Senior Citizen, 27%, Shopping Centre Retailer, Moonlings, false, [05292 | 02563 | 02773 | 07320]
06203, Female, Senior Citizen, 19%, Medic, Hospital, true, [04029]
06204, Male, Adult, 10%, Teacher, Secondary, false, [01896]
06205, Female, Senior Citizen, 43%, Medic, Clinic, true, [07004 | 02726]
06206, Male, Senior Citizen, 58%, Cashier, KTM Station, false, [08036 | 01018 | 00982 | 00044]
06207, Male, Adult, 21%, Cashier, MoonBucks, false, [04195 | 01506 | 09522]
06208, Female, Children, 16%, Student, Secondary, false, [06437 | 02709 | 01658 | 06444 | 02297]
06209, Female, Adult, 13%, Policeman, Police Station, false, [07793 | 03364 | 01193 | 00435]
06210, Male, Adult, 34%, Policeman, Police Station, false, [05775 | 01868]
06211, Female, Adult, 37%, Baker, Moonlings, false, [09184]
06212, Male, Adult, 12%, Housemaker, null, false, [08419 | 03934 | 04169 | 03460 | 02484]
06213, Female, Senior Citizen, 47%, Manager, 2 Akhir, false, [03935]
06214, Male, Adult, 21%, Engineer, MRT Station, false, [07761 | 06034 | 00123]
06215, Male, Adult, 41%, Engineer, KTM Station, false, [06586 | 07538 | 08612 | 06478 | 02147]
06216, Male, Adult, 8%, Waiter, Ali's Nasi Kandar, false, [07900 | 03906 | 07880 | 06932 | 02383]
06217, Female, Children, 4%, Student, Secondary, false, [00876 | 08270 | 09756 | 09232]
06218, Male, Senior Citizen, 62%, Medic, Clinic, true, [01426 | 05764 | 02044]
06219, Male, Senior Citizen, 26%, Medic, Hospital, true, [09186 | 06893 | 03961]
06220, Male, Adult, 33%, Teacher, Secondary, false, [02046 | 06527 | 07343]
06221, Female, Children, 9%, Student, Kindergarden, false, [07688 | 07683 | 06163]
06222, Male, Adult, 45%, Engineer, Petrocad, false, [07530 | 06527 | 01146 | 01886 | 03202]
06223, Male, Children, 17%, Student, Secondary, false, [03616 | 02748]
06224, Female, Senior Citizen, 56%, Policeman, Police Station, false, []
06225, Male, Senior Citizen, 51%, Clerk, 2 Akhir, false, [08973 | 07661 | 01088 | 03331 | 02278]
06226, Female, Adult, 41%, Shopping Centre Retailer, 2 Akhir, false, [05188 | 04999]
06227, Female, Senior Citizen, 17%, Medic, Clinic, true, [08262 | 03784 | 01978 | 00669]
06228, Male, Children, 30%, Student, Secondary, false, [01096 | 06819]
06229, Female, Senior Citizen, 58%, Teacher, Secondary, false, [01190 | 00150]
06230, Female, Children, 6%, Student, Secondary, false, [06820 | 08839 | 01203]
06231, Male, Children, 19%, Student, Kindergarden, false, [07477 | 06535 | 02493]
06232, Female, Adult, 29%, Firefighter, Fire Station, false, [01660]
06233, Female, Children, 6%, Student, Secondary, false, [05906]
06234, Male, Children, 0%, Student, Secondary, false, [07726 | 06266 | 02146 | 02025 | 04456]
06235, Female, Children, 17%, Student, Secondary, false, [07182]
06236, Female, Children, 19%, Student, Secondary, false, [01316 | 01370 | 05196]
06237, Male, Adult, 36%, Clerk, MRT Station, false, [07884 | 06419 | 00524 | 05602]
06238, Male, Children, 11%, Student, Primary, false, [09519 | 08546 | 09140]
06239, Male, Adult, 20%, Shopping Centre Retailer, IKEY, false, [08793 | 01943 | 00865]
06240, Male, Adult, 33%, Accountant, AccSol, false, [08221 | 01252 | 05236]
06241, Male, Adult, 28%, Technician, Petrocad, false, [01258 | 09804 | 01090]
06242, Male, Children, 11%, Student, Secondary, false, [01670]
06243, Male, Senior Citizen, 65%, Medic, Clinic, true, [08582 | 05065 | 03950]
06244, Female, Children, 11%, Student, Secondary, false, [04683 | 04304]
06245, Male, Children, 25%, Student, Secondary, false, [08042 | 04210 | 05892]
06246, Female, Adult, 33%, Baker, IKEY, false, [05860 | 01944 | 00094 | 05378]
06247, Female, Senior Citizen, 30%, Firefighter, Fire Station, false, [02376]
06248, Female, Children, 7%, Student, Secondary, false, []
06249, Male, Adult, 49%, Policeman, Police Station, false, [07223 | 02972 | 02309]
06250, Female, Senior Citizen, 44%, Engineer, KTM Station, false, [00458]
06251, Female, Senior Citizen, 44%, Teacher, Primary, false, [08458]
06252, Male, Senior Citizen, 47%, Housemaker, null, false, [05777 | 05079 | 09635 | 03200]
06253, Female, Senior Citizen, 22%, Policeman, Police Station, false, [00079]
06254, Male, Adult, 39%, Engineer, Orange, false, [08667 | 03302 | 01787]
06255, Male, Senior Citizen, 15%, Housemaker, null, false, [09910 | 07850 | 04178 | 03210 | 02332 | 01472]
06256, Female, Senior Citizen, 52%, Housemaker, null, false, [07059 | 03186 | 02083 | 00838]
06257, Male, Adult, 43%, Manager, Post Office, false, [03458 | 05297 | 02875 | 05159]
06258, Male, Senior Citizen, 50%, Firefighter, Fire Station, false, [01212 | 05416]
06259, Male, Children, 25%, Student, Primary, false, [04519 | 02826]
06260, Male, Children, 1%, Student, Primary, false, [09343 | 08292 | 06971 | 04357]
06261, Male, Children, 2%, Student, Secondary, false, [01423 | 09928 | 09012 | 07724]
06262, Male, Senior Citizen, 57%, Policeman, Police Station, false, [09184]
06263, Female, Senior Citizen, 42%, Teacher, Primary, false, [09623 | 06268 | 07978]
06264, Male, Children, 27%, Student, Secondary, false, [08733 | 03799 | 03481 | 01262]
06265, Male, Senior Citizen, 28%, Medic, Pharmarcy, true, [07737 | 06694 | 03111]
06266, Female, Children, 12%, Student, Secondary, false, [00696 | 07828 | 06234 | 04051]
06267, Male, Senior Citizen, 24%, Firefighter, Fire Station, false, [00661]
06268, Female, Children, 9%, Student, Primary, false, [06263 | 01062]
06269, Female, Children, 10%, Student, Secondary, false, [01592 | 06910]
06270, Male, Senior Citizen, 55%, Waiter, Ali's Nasi Kandar, false, [09944 | 05841 | 06931 | 01755]
06271, Female, Children, 14%, Student, Secondary, false, [06554 | 08519]
06272, Male, Adult, 23%, Technician, KTM Station, false, [05668 | 03491 | 03109 | 07697]
06273, Male, Adult, 27%, Housemaker, null, false, [08298 | 01176 | 05857 | 02582 | 01107]
06274, Female, Senior Citizen, 46%, Manager, Hospital, true, [07337 | 07324 | 00893 | 07397]
06275, Male, Senior Citizen, 62%, Policeman, Police Station, false, [01462 | 00445 | 09529 | 04413]
06276, Male, Children, 6%, Student, Secondary, false, [04953 | 06930 | 00862]
06277, Female, Adult, 50%, Chef, 2 Akhir, false, [07287 | 04172]
06278, Female, Children, 26%, Student, Kindergarden, false, [07378 | 05152 | 01163]
06279, Male, Adult, 45%, Housemaker, null, false, [08146 | 02077 | 00327]
06280, Male, Senior Citizen, 48%, Technician, KTM Station, false, [07245 | 06927 | 06816 | 07546 | 02709]
06281, Female, Children, 4%, Student, Secondary, false, [08310 | 03078 | 01526]
06282, Female, Children, 3%, Student, Primary, false, [06439 | 02225 | 01407]
06283, Male, Adult, 5%, Chef, 2 Akhir, false, [06888 | 03084 | 03856]
06284, Male, Children, 4%, Student, Secondary, false, [05827 | 04000]
06285, Female, Senior Citizen, 19%, Clerk, Library, false, [09223 | 00479]
06286, Female, Adult, 7%, Cashier, MRT Station, false, [02262]
06287, Female, Adult, 39%, Medic, Clinic, true, [00596]
06288, Female, Senior Citizen, 68%, Chef, 2 Akhir, false, [02769 | 01731 | 08685]
06289, Male, Adult, 12%, Waiter, 2 Akhir, false, [04437 | 00913]
06290, Female, Adult, 26%, Engineer, KTM Station, false, [06563 | 04001]
06291, Female, Children, 25%, Student, Primary, false, [00713 | 08050 | 04106 | 00323]
06292, Female, Children, 14%, Student, Kindergarden, false, [09183 | 01622]
06293, Female, Adult, 35%, Waiter, 2 Akhir, false, [03423 | 01166 | 00859]
06294, Female, Senior Citizen, 16%, Firefighter, Fire Station, false, [07634 | 02065 | 06146 | 00687]
06295, Male, Senior Citizen, 48%, Firefighter, Fire Station, false, [04757 | 05019 | 07902 | 06108]
06296, Female, Senior Citizen, 48%, Baker, IKEY, false, [07655 | 09782 | 05486]
06297, Male, Children, 27%, Student, Secondary, false, [07505 | 02953]
06298, Male, Adult, 29%, Policeman, Police Station, false, [02935 | 08990 | 06952]
06299, Female, Adult, 9%, Baker, IKEY, false, [07134 | 08943 | 01879]
06300, Female, Adult, 15%, Engineer, AccSol, false, [07052 | 03885 | 04161 | 06549 | 06614]
06301, Male, Senior Citizen, 48%, Cashier, Clinic, true, [07011 | 08480 | 04828 | 03617 | 09221]
06302, Female, Senior Citizen, 37%, Engineer, AccSol, false, [09236 | 08812 | 05017 | 03413]
06303, Female, Senior Citizen, 12%, Housemaker, null, false, [06080 | 05040 | 03396 | 01811]
06304, Male, Children, 14%, Student, Primary, false, [01316 | 02168 | 06330]
06305, Male, Adult, 13%, Cashier, Ali's Nasi Kandar, false, [06492]
06306, Female, Senior Citizen, 13%, Firefighter, Fire Station, false, [07655]
06307, Male, Children, 28%, Student, Secondary, false, []
06308, Male, Children, 11%, Student, Secondary, false, [06116 | 01264 | 00639]
06309, Female, Adult, 35%, Engineer, Airport, true, [08728 | 06771 | 00066 | 04782 | 05679 | 00352]
06310, Female, Adult, 26%, Technician, Orange, false, [09724 | 04243 | 08447 | 06570]
06311, Male, Children, 14%, Student, Primary, false, [03752]
06312, Male, Adult, 32%, Firefighter, Fire Station, false, [07417 | 02511]
06313, Male, Children, 30%, Student, Primary, false, [04934 | 04158]
06314, Female, Adult, 6%, Clerk, IKEY, false, [04334 | 02618]
06315, Female, Senior Citizen, 39%, Firefighter, Fire Station, false, [06443 | 04331]
06316, Male, Senior Citizen, 22%, Shopping Centre Retailer, 2 Akhir, false, [09945 | 07279 | 01111]
06317, Male, Adult, 35%, Baker, 2 Akhir, false, [08318 | 07131 | 04149 | 01859 | 03743 | 00473]
06318, Male, Adult, 7%, Clerk, Moonlings, false, [03776 | 00297]
06319, Female, Adult, 7%, Shopping Centre Retailer, IKEY, false, [08318 | 01172]
06320, Male, Children, 12%, Student, Secondary, false, [05978 | 02038]
06321, Male, Adult, 7%, Waiter, IKEY, false, [01173 | 07574 | 08315 | 05388]
06322, Female, Senior Citizen, 49%, Baker, MoonBucks, false, [05646 | 07364]
06323, Male, Children, 20%, Student, Secondary, false, [06881 | 06852 | 01960 | 06432 | 07539 | 04459]
06324, Male, Children, 7%, Student, Primary, false, [09131 | 04802 | 06074]
06325, Male, Children, 19%, Student, Kindergarden, false, [09699 | 06539 | 09216 | 02125]
06326, Female, Children, 2%, Student, Secondary, false, [06026 | 00296 | 00149]
06327, Male, Children, 6%, Student, Secondary, false, [08968 | 08333 | 02228 | 07336 | 02714 | 00936]
06328, Female, Adult, 14%, Housemaker, null, false, [02800 | 02553 | 01504]
06329, Male, Children, 13%, Student, Primary, false, [00608 | 05070]
06330, Male, Adult, 12%, Medic, Hospital, true, [07119 | 00642 | 05176 | 09774 | 06304]
06331, Male, Children, 19%, Student, Secondary, false, [07983 | 00659]
06332, Female, Senior Citizen, 59%, Waiter, IKEY, false, [08324 | 03724 | 01272]
06333, Male, Senior Citizen, 66%, Firefighter, Fire Station, false, [09662 | 01992 | 06576]
06334, Male, Senior Citizen, 48%, Teacher, Primary, false, [04512 | 04286 | 01686 | 00229]
06335, Male, Children, 2%, Student, Secondary, false, [07796 | 07058 | 04986 | 03581]
06336, Female, Adult, 46%, Medic, Hospital, true, [07472 | 00435]
06337, Female, Children, 30%, Student, Primary, false, [00614 | 09918 | 05700]
06338, Male, Children, 6%, Student, Secondary, false, [08110 | 07975 | 07560 | 01703]
06339, Female, Senior Citizen, 39%, Technician, Airport, true, [08626 | 09151 | 01784 | 09943]
06340, Male, Adult, 30%, Clerk, Orange, false, [00051]
06341, Male, Senior Citizen, 37%, Engineer, Petrocad, false, [06133 | 03294 | 02233]
06342, Male, Adult, 10%, Manager, Hospital, true, [00569 | 05983]
06343, Female, Senior Citizen, 65%, Medic, Clinic, true, [00854]
06344, Male, Adult, 22%, Manager, MoonBucks, false, [08056]
06345, Female, Children, 2%, Student, Kindergarden, false, [05244]
06346, Male, Children, 6%, Student, Secondary, false, [07670 | 00273 | 01157 | 04613]
06347, Female, Senior Citizen, 11%, Baker, 2 Akhir, false, []
06348, Male, Senior Citizen, 34%, Shopping Centre Retailer, 2 Akhir, false, [08469 | 06442 | 06716 | 09364]
06349, Male, Senior Citizen, 20%, Technician, Petrocad, false, [05233]
06350, Male, Adult, 18%, Shopping Centre Retailer, Moonlings, false, [07131 | 01320 | 05650 | 06181 | 05148]
06351, Female, Adult, 30%, Technician, Orange, false, [04099 | 04047 | 00150 | 06857]
06352, Male, Senior Citizen, 67%, Accountant, RHP, false, [07271 | 00171 | 07722 | 05477]
06353, Male, Adult, 18%, Clerk, KTM Station, false, [06149 | 06482 | 01866]
06354, Female, Children, 27%, Student, Primary, false, [03266 | 00649 | 09754]
06355, Female, Children, 22%, Student, Secondary, false, [06610 | 05567 | 01921 | 05723 | 01154]
06356, Male, Children, 28%, Student, Secondary, false, [09323 | 04465]
06357, Female, Children, 0%, Student, Primary, false, [04044 | 00106]
06358, Female, Children, 21%, Student, Kindergarden, false, [07528 | 02648]
06359, Male, Adult, 47%, Technician, MRT Station, false, [08971 | 07758 | 01605]
06360, Male, Senior Citizen, 32%, Chef, IKEY, false, [00090 | 05866]
06361, Female, Senior Citizen, 17%, Baker, Moonlings, false, [06696 | 06608 | 04879 | 01639]
06362, Female, Children, 11%, Student, Primary, false, [00137 | 04994 | 02710]
06363, Male, Adult, 17%, Technician, Petrocad, false, [03968 | 07026 | 05070 | 05168]
06364, Female, Senior Citizen, 41%, Waiter, 2 Akhir, false, [00804 | 07847 | 01545 | 06185]
06365, Male, Senior Citizen, 30%, Accountant, JJPTRv2, false, [09545]
06366, Female, Senior Citizen, 22%, Baker, 2 Akhir, false, [06679 | 04245 | 01924 | 00129]
06367, Female, Children, 19%, Student, Secondary, false, [04574]
06368, Male, Senior Citizen, 43%, Accountant, RHP, false, [05380 | 06124 | 01063]
06369, Female, Adult, 24%, Policeman, Police Station, false, [01576]
06370, Male, Senior Citizen, 10%, Teacher, Secondary, false, [01458 | 00128]
06371, Female, Children, 3%, Student, Secondary, false, [09365 | 00338 | 05864]
06372, Male, Children, 1%, Student, Primary, false, [03312 | 01239]
06373, Male, Senior Citizen, 11%, Technician, MRT Station, false, [08273 | 07802 | 01953 | 00469]
06374, Female, Children, 5%, Student, Secondary, false, [06477 | 06784 | 09452]
06375, Female, Senior Citizen, 23%, Baker, 2 Akhir, false, [00512 | 00572 | 09025 | 01358]
06376, Male, Senior Citizen, 29%, Technician, Orange, false, [08476 | 01852]
06377, Female, Children, 21%, Student, Primary, false, []
06378, Female, Adult, 8%, Clerk, Library, false, [08243 | 02274 | 02048]
06379, Male, Adult, 10%, Engineer, Petrocad, false, [05653 | 05009 | 09054 | 02688]
06380, Male, Children, 13%, Student, Secondary, false, [06535 | 06894 | 01968 | 09172 | 05601]
06381, Female, Adult, 13%, Cashier, SlowMart, false, [07973 | 08258 | 03054]
06382, Male, Children, 30%, Student, Secondary, false, [03645 | 04295 | 01488 | 00469]
06383, Female, Children, 6%, Student, Secondary, false, [01988 | 05408]
06384, Female, Adult, 7%, Clerk, Clinic, true, [00847]
06385, Female, Senior Citizen, 58%, Medic, Pharmarcy, true, [05549 | 00567]
06386, Female, Children, 4%, Student, Secondary, false, []
06387, Female, Children, 24%, Student, Secondary, false, [04441 | 04634 | 05536]
06388, Female, Adult, 35%, Medic, Hospital, true, []
06389, Female, Children, 18%, Student, Secondary, false, [03441]
06390, Female, Senior Citizen, 62%, Cashier, SlowMart, false, [05409 | 03932 | 00957]
06391, Female, Children, 27%, Student, Primary, false, [09243 | 05537 | 01162]
06392, Male, Children, 18%, Student, Primary, false, []
06393, Male, Adult, 28%, Manager, KTM Station, false, [04385 | 07180 | 02444]
06394, Female, Children, 0%, Student, Secondary, false, [06902 | 05495 | 04322 | 07670 | 05859]
06395, Male, Senior Citizen, 67%, Manager, Clinic, true, [07035 | 03561 | 00509]
06396, Male, Adult, 20%, Firefighter, Fire Station, false, [03721]
06397, Male, Children, 29%, Student, Primary, false, [06429 | 06677 | 01871 | 05694 | 01765]
06398, Male, Adult, 36%, Accountant, RHP, false, [09995 | 02571 | 04875]
06399, Male, Senior Citizen, 20%, Medic, Hospital, true, [02779 | 03403]
06400, Female, Adult, 19%, Engineer, Petrocad, false, [05522]
06401, Female, Adult, 38%, Baker, MoonBucks, false, [07089 | 00606 | 05394]
06402, Male, Adult, 40%, Baker, MoonBucks, false, [08686 | 06077 | 08580 | 02358 | 08975]
06403, Male, Adult, 33%, Housemaker, null, false, [09991 | 09623 | 01900]
